address_sk,address_id,line1,line2,country_code,province,province_code,city,postal_code,created_at
1557,2553,Calle 5607,Piso 6 Dto B,AR,Buenos Aires,BA,Mar del Plata,1277,2023-09-24 20:48:17
1558,2554,Calle 9707,Piso 4 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,8386,2025-09-01 22:10:38
1559,2555,Calle 987,,AR,Buenos Aires,BA,CABA,1297,2024-06-02 23:40:26
1560,2556,Calle 245,Piso 2 Dto C,AR,Buenos Aires,BA,CABA,2574,2023-12-03 04:46:45
1561,2557,Calle 2453,,AR,Córdoba,CBA,Córdoba,4991,2025-03-03 23:25:48
1562,2558,Calle 6612,Piso 8 Dto C,AR,Mendoza,MZA,San Rafael,7651,2023-07-01 10:41:32
1563,2559,Calle 7776,,AR,Córdoba,CBA,Río Cuarto,7985,2025-06-06 01:00:38
1564,2560,Calle 1310,,AR,Santa Fe,SF,Rosario,8173,2024-12-30 22:00:45
1565,2561,Calle 7543,Piso 6 Dto C,AR,Córdoba,CBA,Córdoba,9924,2025-02-17 00:01:47
1566,2562,Calle 3408,Piso 11 Dto C,AR,Buenos Aires,BA,Mar del Plata,4326,2023-11-01 02:15:11
1567,2563,Calle 6263,,AR,Córdoba,CBA,Río Cuarto,1505,2025-07-10 03:10:05
1568,2564,Calle 5487,,AR,Córdoba,CBA,Río Cuarto,3371,2023-07-15 23:05:58
1569,2565,Calle 1135,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,8967,2024-12-13 09:55:45
1570,2566,Calle 9225,Piso 11 Dto B,AR,Buenos Aires,BA,La Plata,8863,2023-05-16 16:47:26
1571,2567,Calle 2299,Piso 7 Dto C,AR,Córdoba,CBA,Córdoba,7482,2024-08-23 14:51:29
1572,2568,Calle 7132,Piso 8 Dto B,AR,Buenos Aires,BA,Mar del Plata,8337,2025-04-04 06:23:43
1573,2569,Calle 6878,Piso 4 Dto B,AR,Mendoza,MZA,Mendoza,7989,2023-06-27 11:12:46
1574,2570,Calle 542,,AR,Buenos Aires,BA,La Plata,6783,2024-09-05 22:09:39
1575,2571,Calle 3264,Piso 1 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,5462,2025-09-29 18:27:11
1576,2572,Calle 7609,,AR,Buenos Aires,BA,CABA,6867,2023-12-05 08:53:52
1577,2573,Calle 3650,,AR,Córdoba,CBA,Villa Carlos Paz,7077,2025-04-28 19:56:11
1578,2574,Calle 6030,,AR,Córdoba,CBA,Córdoba,9667,2024-01-11 06:19:41
1579,2575,Calle 3382,,AR,Buenos Aires,BA,Mar del Plata,2283,2024-09-04 19:16:27
1580,2576,Calle 9169,Piso 10 Dto B,AR,Córdoba,CBA,Río Cuarto,6712,2024-07-16 14:16:30
1581,2577,Calle 4064,Piso 5 Dto B,AR,Buenos Aires,BA,La Plata,5786,2024-04-13 22:38:17
1582,2578,Calle 1196,,AR,Buenos Aires,BA,La Plata,7480,2024-05-19 22:54:27
1583,2579,Calle 4235,Piso 5 Dto C,AR,Santa Fe,SF,Rosario,5670,2024-04-21 17:21:40
1584,2580,Calle 6717,,AR,Córdoba,CBA,Villa Carlos Paz,3393,2024-04-18 19:02:22
1585,2581,Calle 8201,Piso 7 Dto A,AR,Buenos Aires,BA,La Plata,4580,2025-08-11 06:20:20
1586,2582,Calle 9546,,AR,Córdoba,CBA,Río Cuarto,3583,2023-10-13 22:54:38
1587,2583,Calle 7300,,AR,Mendoza,MZA,San Rafael,2886,2025-05-18 16:36:58
1588,2584,Calle 5355,Piso 5 Dto C,AR,Santa Fe,SF,Santa Fe,4157,2024-07-24 22:34:26
1589,2585,Calle 6071,,AR,Córdoba,CBA,Villa Carlos Paz,3058,2023-07-02 22:21:35
1590,2586,Calle 4945,Piso 5 Dto C,AR,Buenos Aires,BA,CABA,5987,2024-12-18 15:24:17
1591,2587,Calle 3661,,AR,Mendoza,MZA,Mendoza,3317,2024-11-08 16:07:22
1592,2588,Calle 3343,Piso 12 Dto B,AR,Buenos Aires,BA,CABA,7446,2024-11-09 09:33:14
1593,2589,Calle 6417,Piso 4 Dto B,AR,Buenos Aires,BA,Mar del Plata,8722,2023-05-09 14:22:39
1594,2590,Calle 1293,,AR,Córdoba,CBA,Villa Carlos Paz,2126,2024-06-14 14:11:42
1595,2591,Calle 4889,Piso 4 Dto B,AR,Córdoba,CBA,Río Cuarto,7497,2024-12-28 13:26:57
1596,2592,Calle 3651,Piso 9 Dto C,AR,Buenos Aires,BA,CABA,1787,2024-03-18 23:54:07
1597,2593,Calle 3122,,AR,Buenos Aires,BA,CABA,1548,2024-05-26 06:45:19
1598,2594,Calle 4797,Piso 3 Dto B,AR,Buenos Aires,BA,La Plata,4406,2023-10-20 10:22:59
1599,2595,Calle 7386,Piso 12 Dto C,AR,Buenos Aires,BA,CABA,9264,2025-01-10 13:05:11
1600,2596,Calle 460,Piso 1 Dto C,AR,Santa Fe,SF,Rafaela,3307,2024-07-14 20:46:20
1601,2597,Calle 822,,AR,Buenos Aires,BA,Mar del Plata,8983,2025-03-16 15:34:17
1602,2598,Calle 7632,,AR,Santa Fe,SF,Rosario,5949,2024-03-23 20:48:41
1603,2599,Calle 2543,Piso 4 Dto C,AR,Santa Fe,SF,Rosario,1768,2024-01-14 18:51:26
1604,2600,Calle 9987,Piso 5 Dto B,AR,Buenos Aires,BA,Mar del Plata,6543,2024-02-11 10:39:26
1605,2601,Calle 2613,,AR,Buenos Aires,BA,La Plata,9524,2023-12-30 04:06:34
1606,2602,Calle 153,,AR,Córdoba,CBA,Córdoba,6409,2025-01-18 08:31:45
1607,2603,Calle 3532,,AR,Córdoba,CBA,Córdoba,1359,2024-04-10 22:02:47
1608,2604,Calle 7676,,AR,Buenos Aires,BA,La Plata,8008,2025-04-13 19:52:57
1609,2605,Calle 7169,Piso 7 Dto A,AR,Buenos Aires,BA,CABA,6691,2024-09-06 15:05:11
1610,2606,Calle 929,Piso 3 Dto B,AR,Buenos Aires,BA,Mar del Plata,4450,2023-08-01 01:41:49
1611,2607,Calle 3782,Piso 12 Dto C,AR,Buenos Aires,BA,CABA,8989,2024-01-26 01:26:51
1612,2608,Calle 4438,,AR,Buenos Aires,BA,CABA,3081,2025-08-22 03:30:37
1613,2609,Calle 9528,,AR,Buenos Aires,BA,CABA,8441,2024-01-14 06:43:50
1614,2610,Calle 2170,Piso 5 Dto A,AR,Mendoza,MZA,San Rafael,1958,2025-03-18 12:01:43
1615,2611,Calle 6777,Piso 5 Dto C,AR,Santa Fe,SF,Rafaela,2664,2025-05-14 21:16:06
1616,2612,Calle 8114,Piso 6 Dto B,AR,Córdoba,CBA,Río Cuarto,2734,2024-02-14 02:08:19
1617,2613,Calle 6330,,AR,Mendoza,MZA,Mendoza,9795,2025-03-20 14:43:11
1618,2614,Calle 7687,Piso 11 Dto A,AR,Buenos Aires,BA,Mar del Plata,9286,2023-08-13 13:24:41
1619,2615,Calle 9811,Piso 1 Dto C,AR,Buenos Aires,BA,La Plata,7312,2025-01-07 08:57:00
1620,2616,Calle 4174,,AR,Santa Fe,SF,Santa Fe,5053,2025-05-29 03:33:03
1621,2617,Calle 7396,,AR,Buenos Aires,BA,CABA,2633,2023-11-23 22:24:20
1622,2618,Calle 1954,,AR,Buenos Aires,BA,CABA,4861,2024-10-25 12:15:28
1623,2619,Calle 6815,,AR,Mendoza,MZA,San Rafael,2211,2025-04-10 21:48:15
1624,2620,Calle 4774,,AR,Santa Fe,SF,Santa Fe,3474,2024-11-03 14:57:52
1625,2621,Calle 4126,,AR,Buenos Aires,BA,Mar del Plata,6215,2023-10-22 22:25:41
1626,2622,Calle 2876,Piso 3 Dto B,AR,Buenos Aires,BA,CABA,5170,2024-05-28 00:13:30
1627,2623,Calle 2979,Piso 3 Dto A,AR,Buenos Aires,BA,La Plata,5739,2023-12-24 11:29:15
1628,2624,Calle 2887,Piso 7 Dto C,AR,Buenos Aires,BA,La Plata,5270,2024-12-20 04:38:19
1629,2625,Calle 3200,,AR,Santa Fe,SF,Rosario,9840,2024-03-04 16:50:36
1630,2626,Calle 4824,,AR,Buenos Aires,BA,La Plata,5992,2025-06-24 03:29:52
1631,2627,Calle 8333,Piso 10 Dto C,AR,Santa Fe,SF,Santa Fe,1192,2024-06-29 22:12:00
1632,2628,Calle 170,Piso 6 Dto C,AR,Buenos Aires,BA,CABA,9314,2024-10-29 17:07:02
1633,2629,Calle 3105,Piso 11 Dto B,AR,Buenos Aires,BA,La Plata,5216,2024-02-12 04:45:03
1634,2630,Calle 3428,Piso 3 Dto C,AR,Buenos Aires,BA,Mar del Plata,7784,2024-05-02 05:15:43
1635,2631,Calle 8160,,AR,Buenos Aires,BA,La Plata,3621,2024-11-13 05:02:02
1636,2632,Calle 6855,Piso 2 Dto B,AR,Córdoba,CBA,Córdoba,9892,2023-09-13 01:07:11
1637,2633,Calle 2193,Piso 1 Dto C,AR,Buenos Aires,BA,Mar del Plata,3583,2023-12-26 10:18:33
1638,2634,Calle 1169,,AR,Córdoba,CBA,Córdoba,1688,2023-12-27 13:21:13
1639,2635,Calle 9529,Piso 7 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,5003,2025-04-24 16:02:42
1640,2636,Calle 6695,Piso 3 Dto C,AR,Córdoba,CBA,Córdoba,3947,2023-07-11 09:39:50
1641,2637,Calle 5493,,AR,Buenos Aires,BA,CABA,6564,2023-10-03 20:00:10
1642,2638,Calle 1753,,AR,Buenos Aires,BA,Mar del Plata,1714,2024-07-02 11:41:16
1643,2639,Calle 2573,,AR,Córdoba,CBA,Córdoba,3896,2023-12-27 21:00:21
1644,2640,Calle 1250,Piso 6 Dto C,AR,Buenos Aires,BA,CABA,9378,2023-10-27 23:59:52
1645,2641,Calle 2518,Piso 7 Dto C,AR,Córdoba,CBA,Río Cuarto,9778,2025-06-19 22:50:29
1646,2642,Calle 139,,AR,Mendoza,MZA,Godoy Cruz,9697,2024-09-24 12:52:42
1647,2643,Calle 959,Piso 7 Dto B,AR,Buenos Aires,BA,Mar del Plata,3188,2023-05-07 11:47:28
1648,2644,Calle 2911,Piso 10 Dto C,AR,Buenos Aires,BA,La Plata,8245,2025-07-28 15:41:52
1649,2645,Calle 8533,Piso 6 Dto C,AR,Buenos Aires,BA,La Plata,7581,2024-07-16 17:06:31
1650,2646,Calle 5093,Piso 12 Dto A,AR,Mendoza,MZA,Godoy Cruz,3118,2024-04-08 04:52:26
1651,2647,Calle 1832,Piso 10 Dto A,AR,Buenos Aires,BA,CABA,3372,2024-02-08 03:18:24
1652,2648,Calle 281,,AR,Buenos Aires,BA,CABA,1745,2024-07-20 16:17:47
1653,2649,Calle 8715,Piso 4 Dto A,AR,Buenos Aires,BA,La Plata,8956,2025-07-07 22:26:22
1654,2650,Calle 1834,Piso 2 Dto B,AR,Mendoza,MZA,San Rafael,3513,2025-01-26 02:08:42
1655,2651,Calle 4550,,AR,Córdoba,CBA,Río Cuarto,3635,2025-07-11 23:38:57
1656,2652,Calle 9004,,AR,Córdoba,CBA,Córdoba,8077,2025-02-19 22:33:32
1657,2653,Calle 2755,,AR,Buenos Aires,BA,Mar del Plata,1088,2024-10-27 08:14:53
1658,2654,Calle 2643,,AR,Mendoza,MZA,San Rafael,9912,2025-01-10 05:03:22
1659,2655,Calle 64,,AR,Buenos Aires,BA,CABA,6351,2024-02-08 18:46:11
1660,2656,Calle 3850,,AR,Buenos Aires,BA,Mar del Plata,6820,2025-09-11 06:57:13
1661,2657,Calle 2801,,AR,Córdoba,CBA,Villa Carlos Paz,1977,2025-04-05 18:17:47
1662,2658,Calle 7082,Piso 3 Dto B,AR,Buenos Aires,BA,Mar del Plata,4998,2024-04-22 20:20:02
1663,2659,Calle 3389,Piso 9 Dto C,AR,Buenos Aires,BA,Mar del Plata,4339,2024-04-03 04:46:21
1664,2660,Calle 1365,,AR,Santa Fe,SF,Santa Fe,9885,2025-01-20 05:55:54
1665,2661,Calle 1717,Piso 4 Dto B,AR,Buenos Aires,BA,La Plata,2780,2023-05-07 06:35:22
1666,2662,Calle 2541,,AR,Mendoza,MZA,Mendoza,4295,2024-04-20 11:18:24
1667,2663,Calle 1625,,AR,Córdoba,CBA,Córdoba,6723,2024-02-20 05:42:44
1668,2664,Calle 1038,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,1324,2025-01-25 19:02:13
1669,2665,Calle 8078,,AR,Mendoza,MZA,Godoy Cruz,7922,2024-12-01 03:19:35
1670,2666,Calle 103,,AR,Santa Fe,SF,Rosario,5364,2024-05-24 06:20:03
1671,2667,Calle 2088,Piso 8 Dto C,AR,Santa Fe,SF,Rafaela,7713,2023-11-03 09:49:56
1672,2668,Calle 1814,Piso 6 Dto C,AR,Buenos Aires,BA,Mar del Plata,9736,2024-05-23 14:57:23
1673,2669,Calle 5734,,AR,Buenos Aires,BA,La Plata,1272,2023-12-26 01:34:55
1674,2670,Calle 6040,Piso 12 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,3798,2024-11-05 18:25:04
1675,2671,Calle 2267,,AR,Córdoba,CBA,Córdoba,6047,2025-07-01 22:53:51
1676,2672,Calle 5627,Piso 6 Dto A,AR,Córdoba,CBA,Córdoba,8129,2023-05-20 00:45:16
1677,2673,Calle 4881,,AR,Santa Fe,SF,Rafaela,8291,2024-06-25 12:07:44
1678,2674,Calle 6751,Piso 7 Dto C,AR,Córdoba,CBA,Córdoba,2031,2025-03-16 05:04:46
1679,2675,Calle 7937,,AR,Córdoba,CBA,Villa Carlos Paz,8492,2024-08-24 21:32:53
1680,2676,Calle 4177,Piso 9 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,7645,2024-07-07 10:33:17
1681,2677,Calle 3171,Piso 10 Dto C,AR,Buenos Aires,BA,Mar del Plata,2843,2025-02-02 09:27:23
1682,2678,Calle 7510,Piso 9 Dto C,AR,Buenos Aires,BA,La Plata,4379,2025-01-14 07:25:12
1683,2679,Calle 8737,Piso 2 Dto B,AR,Córdoba,CBA,Río Cuarto,9744,2023-06-18 10:12:53
1684,2680,Calle 162,Piso 10 Dto A,AR,Buenos Aires,BA,La Plata,1162,2024-09-24 11:01:44
1685,2681,Calle 515,,AR,Mendoza,MZA,Mendoza,8515,2023-07-05 17:10:35
1686,2682,Calle 9059,,AR,Buenos Aires,BA,La Plata,9918,2024-02-08 06:52:44
1687,2683,Calle 5875,,AR,Buenos Aires,BA,La Plata,1008,2025-09-16 03:41:40
1688,2684,Calle 9103,,AR,Santa Fe,SF,Rafaela,6404,2025-05-24 11:41:46
1689,2685,Calle 9029,Piso 4 Dto C,AR,Buenos Aires,BA,Mar del Plata,5291,2023-10-17 15:27:21
1690,2686,Calle 3876,Piso 1 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,7071,2023-05-25 18:26:09
1691,2687,Calle 753,Piso 11 Dto B,AR,Buenos Aires,BA,CABA,7607,2023-10-11 04:13:06
1692,2688,Calle 5831,,AR,Córdoba,CBA,Río Cuarto,6856,2024-12-27 19:24:52
1693,2689,Calle 4278,Piso 10 Dto A,AR,Buenos Aires,BA,Mar del Plata,9869,2024-08-05 00:11:14
1694,2690,Calle 849,,AR,Buenos Aires,BA,Mar del Plata,2938,2025-08-07 14:23:06
1695,2691,Calle 573,,AR,Buenos Aires,BA,La Plata,8007,2024-12-04 10:37:58
1696,2692,Calle 780,Piso 4 Dto B,AR,Santa Fe,SF,Rosario,5964,2024-05-31 13:39:52
1697,2693,Calle 709,Piso 7 Dto B,AR,Buenos Aires,BA,Mar del Plata,6618,2025-02-19 11:02:36
1698,2694,Calle 6132,,AR,Córdoba,CBA,Villa Carlos Paz,7190,2023-12-12 05:19:18
1699,2695,Calle 1915,Piso 6 Dto B,AR,Santa Fe,SF,Rosario,8826,2023-12-04 17:00:33
1700,2696,Calle 2921,,AR,Buenos Aires,BA,La Plata,1129,2024-10-02 09:50:58
1701,2697,Calle 4832,Piso 8 Dto A,AR,Buenos Aires,BA,Mar del Plata,9174,2024-08-25 09:05:34
1702,2698,Calle 4974,Piso 9 Dto B,AR,Buenos Aires,BA,La Plata,7100,2024-04-16 03:58:40
1703,2699,Calle 2798,,AR,Córdoba,CBA,Villa Carlos Paz,6120,2023-05-15 11:40:19
1704,2700,Calle 2248,Piso 5 Dto B,AR,Buenos Aires,BA,CABA,4574,2023-10-10 20:56:36
1705,2701,Calle 924,,AR,Buenos Aires,BA,Mar del Plata,7461,2023-11-20 09:57:46
1706,2702,Calle 1114,,AR,Córdoba,CBA,Córdoba,3345,2025-04-24 17:36:50
1707,2703,Calle 4436,,AR,Buenos Aires,BA,La Plata,6677,2025-09-15 05:26:25
1708,2704,Calle 5264,,AR,Buenos Aires,BA,Mar del Plata,3964,2024-08-22 05:26:01
1709,2705,Calle 2293,,AR,Buenos Aires,BA,La Plata,7653,2023-11-01 15:58:26
1710,2706,Calle 8016,,AR,Mendoza,MZA,Godoy Cruz,8350,2023-08-17 09:32:27
1711,2707,Calle 8669,Piso 11 Dto A,AR,Buenos Aires,BA,CABA,6054,2023-09-27 01:49:36
1712,2708,Calle 5035,,AR,Buenos Aires,BA,La Plata,6998,2024-04-03 17:13:01
1713,2709,Calle 4876,Piso 8 Dto C,AR,Buenos Aires,BA,CABA,2837,2025-04-21 12:25:35
1714,2710,Calle 4920,Piso 12 Dto C,AR,Buenos Aires,BA,Mar del Plata,4267,2024-06-12 19:55:01
1715,2711,Calle 3329,,AR,Buenos Aires,BA,Mar del Plata,9000,2025-07-07 02:30:04
1716,2712,Calle 3199,,AR,Buenos Aires,BA,CABA,7902,2023-09-12 03:54:11
1717,2713,Calle 3294,,AR,Santa Fe,SF,Rosario,7997,2023-07-03 03:39:42
1718,2714,Calle 8765,,AR,Buenos Aires,BA,Mar del Plata,6777,2024-01-31 10:28:54
1719,2715,Calle 3217,Piso 1 Dto B,AR,Buenos Aires,BA,La Plata,4013,2024-09-07 20:12:14
1720,2716,Calle 2975,Piso 2 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,7694,2024-09-24 12:48:28
1721,2717,Calle 5365,Piso 12 Dto A,AR,Santa Fe,SF,Rosario,9386,2023-07-22 16:13:47
1722,2718,Calle 1760,Piso 6 Dto B,AR,Buenos Aires,BA,Mar del Plata,4080,2024-08-02 10:35:00
1723,2719,Calle 8136,Piso 2 Dto C,AR,Buenos Aires,BA,La Plata,8253,2024-12-14 14:24:43
1724,2720,Calle 6513,Piso 10 Dto A,AR,Mendoza,MZA,San Rafael,4677,2024-03-27 01:38:40
1725,2721,Calle 9629,Piso 10 Dto C,AR,Santa Fe,SF,Rosario,7161,2025-03-03 23:59:43
1726,2722,Calle 863,,AR,Buenos Aires,BA,La Plata,1605,2023-10-27 05:50:03
1727,2723,Calle 9079,,AR,Buenos Aires,BA,Mar del Plata,1277,2025-08-08 07:59:26
1728,2724,Calle 5577,,AR,Mendoza,MZA,San Rafael,9852,2025-01-31 06:56:53
1729,2725,Calle 4711,Piso 3 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,7387,2024-07-09 04:53:53
1730,2726,Calle 8466,Piso 5 Dto C,AR,Córdoba,CBA,Río Cuarto,7073,2025-03-16 11:19:50
1731,2727,Calle 8033,Piso 6 Dto C,AR,Buenos Aires,BA,La Plata,9518,2023-11-18 09:13:11
1732,2728,Calle 1822,,AR,Mendoza,MZA,San Rafael,3350,2023-08-25 00:06:50
1733,2729,Calle 7582,,AR,Buenos Aires,BA,Mar del Plata,3255,2024-08-12 20:27:56
1734,2730,Calle 9969,Piso 8 Dto A,AR,Buenos Aires,BA,CABA,1235,2024-09-26 18:55:21
1735,2731,Calle 4903,,AR,Santa Fe,SF,Rafaela,5356,2024-03-21 04:21:47
1736,2732,Calle 8571,,AR,Buenos Aires,BA,CABA,2359,2024-02-13 01:50:53
1737,2733,Calle 487,Piso 4 Dto C,AR,Córdoba,CBA,Río Cuarto,8117,2025-08-16 05:32:56
1738,2734,Calle 9472,Piso 4 Dto C,AR,Buenos Aires,BA,CABA,9827,2023-09-06 22:39:05
1739,2735,Calle 9445,,AR,Buenos Aires,BA,La Plata,2726,2025-03-27 17:47:48
1740,2736,Calle 6069,Piso 6 Dto A,AR,Buenos Aires,BA,CABA,7929,2024-03-23 16:34:50
1741,2737,Calle 1466,Piso 11 Dto C,AR,Buenos Aires,BA,La Plata,9267,2025-08-19 11:16:57
1742,2738,Calle 7614,Piso 12 Dto A,AR,Santa Fe,SF,Rafaela,4197,2023-11-18 13:37:25
1743,2739,Calle 1992,,AR,Córdoba,CBA,Córdoba,2307,2023-05-22 05:03:13
1744,2740,Calle 2059,Piso 10 Dto B,AR,Buenos Aires,BA,Mar del Plata,3202,2024-09-06 13:36:38
1745,2741,Calle 6990,,AR,Buenos Aires,BA,CABA,9701,2024-09-26 16:05:07
1746,2742,Calle 8230,,AR,Santa Fe,SF,Rosario,5643,2024-09-26 03:02:35
1747,2743,Calle 4905,Piso 4 Dto C,AR,Buenos Aires,BA,CABA,4384,2025-01-17 02:15:55
1748,2744,Calle 8699,Piso 8 Dto A,AR,Buenos Aires,BA,La Plata,7587,2023-12-09 06:23:32
1749,2745,Calle 3556,Piso 12 Dto B,AR,Mendoza,MZA,Mendoza,5019,2024-03-25 15:33:18
1750,2746,Calle 989,Piso 12 Dto A,AR,Buenos Aires,BA,Mar del Plata,9921,2024-09-16 19:58:29
1751,2747,Calle 1481,Piso 6 Dto C,AR,Mendoza,MZA,Godoy Cruz,8378,2024-05-22 15:06:43
1752,2748,Calle 6322,Piso 7 Dto A,AR,Buenos Aires,BA,La Plata,4046,2024-11-10 16:28:23
1753,2749,Calle 1660,,AR,Buenos Aires,BA,CABA,7437,2023-07-11 03:46:15
1754,2750,Calle 3932,,AR,Córdoba,CBA,Río Cuarto,8486,2023-06-18 18:22:00
1755,2751,Calle 9741,Piso 7 Dto C,AR,Santa Fe,SF,Rafaela,7715,2023-05-13 06:42:22
1756,2752,Calle 4834,,AR,Buenos Aires,BA,CABA,7188,2024-06-04 22:53:30
1757,2753,Calle 6754,,AR,Buenos Aires,BA,Mar del Plata,8566,2024-09-19 06:36:32
1758,2754,Calle 5485,Piso 9 Dto C,AR,Córdoba,CBA,Córdoba,7710,2024-06-21 14:19:20
1759,2755,Calle 2039,,AR,Buenos Aires,BA,La Plata,3217,2025-06-05 19:59:40
1760,2756,Calle 4327,Piso 3 Dto B,AR,Mendoza,MZA,Mendoza,4416,2025-02-19 21:31:40
1761,2757,Calle 1679,Piso 5 Dto C,AR,Buenos Aires,BA,Mar del Plata,5433,2025-04-09 03:47:17
1762,2758,Calle 3767,,AR,Buenos Aires,BA,Mar del Plata,1354,2025-02-03 15:34:45
1763,2759,Calle 6855,Piso 8 Dto B,AR,Córdoba,CBA,Córdoba,1058,2024-01-30 20:01:13
1764,2760,Calle 4559,Piso 10 Dto C,AR,Buenos Aires,BA,Mar del Plata,5417,2024-09-13 22:46:32
1765,2761,Calle 1834,Piso 12 Dto A,AR,Santa Fe,SF,Santa Fe,9808,2025-04-09 18:12:40
1766,2762,Calle 2020,,AR,Buenos Aires,BA,La Plata,1348,2025-02-23 22:22:18
1767,2763,Calle 1964,Piso 2 Dto B,AR,Santa Fe,SF,Rafaela,1575,2024-03-16 11:55:59
1768,2764,Calle 9678,,AR,Buenos Aires,BA,CABA,9310,2025-06-10 11:56:38
1769,2765,Calle 7262,Piso 11 Dto C,AR,Buenos Aires,BA,La Plata,9388,2024-04-15 13:20:21
1770,2766,Calle 6631,Piso 5 Dto B,AR,Córdoba,CBA,Córdoba,1228,2024-05-30 00:31:36
1771,2767,Calle 139,,AR,Buenos Aires,BA,Mar del Plata,6719,2024-02-29 19:36:47
1772,2768,Calle 6868,,AR,Buenos Aires,BA,Mar del Plata,7486,2023-11-28 23:33:25
1773,2769,Calle 648,,AR,Buenos Aires,BA,CABA,4811,2023-09-15 00:45:02
1774,2770,Calle 5835,,AR,Córdoba,CBA,Río Cuarto,1119,2024-06-26 03:33:33
1775,2771,Calle 323,Piso 1 Dto C,AR,Santa Fe,SF,Rosario,5458,2023-10-07 21:15:49
1776,2772,Calle 4436,,AR,Córdoba,CBA,Córdoba,1974,2025-05-24 21:09:00
1777,2773,Calle 1619,,AR,Córdoba,CBA,Villa Carlos Paz,5539,2025-08-28 01:16:23
1778,2774,Calle 9624,Piso 12 Dto C,AR,Mendoza,MZA,Mendoza,3474,2024-12-31 11:50:59
1779,2775,Calle 6667,,AR,Mendoza,MZA,San Rafael,7114,2023-09-04 08:50:45
1780,2776,Calle 2362,,AR,Mendoza,MZA,Godoy Cruz,5342,2024-04-02 09:56:10
1781,2777,Calle 1768,,AR,Buenos Aires,BA,CABA,1580,2024-02-28 21:53:48
1782,2778,Calle 7072,Piso 2 Dto C,AR,Buenos Aires,BA,Mar del Plata,4524,2023-07-23 01:50:52
1783,2779,Calle 8949,,AR,Buenos Aires,BA,CABA,1918,2023-12-27 06:19:55
1784,2780,Calle 9742,Piso 6 Dto A,AR,Santa Fe,SF,Rosario,7784,2023-12-02 13:22:13
1785,2781,Calle 3221,,AR,Buenos Aires,BA,La Plata,1163,2024-10-13 13:29:58
1786,2782,Calle 5129,,AR,Buenos Aires,BA,Mar del Plata,9108,2024-05-18 02:25:25
1787,2783,Calle 202,,AR,Buenos Aires,BA,Mar del Plata,8560,2023-09-21 23:52:43
1788,2784,Calle 7397,,AR,Buenos Aires,BA,CABA,2788,2024-03-18 04:53:55
1789,2785,Calle 9280,Piso 1 Dto C,AR,Buenos Aires,BA,La Plata,2238,2024-12-31 14:34:13
1790,2786,Calle 1966,Piso 1 Dto B,AR,Buenos Aires,BA,CABA,5576,2025-01-28 01:10:25
1791,2787,Calle 1818,,AR,Santa Fe,SF,Santa Fe,8765,2023-05-15 18:27:30
1792,2788,Calle 4013,,AR,Buenos Aires,BA,La Plata,4695,2024-08-16 10:00:59
1793,2789,Calle 3010,,AR,Buenos Aires,BA,CABA,7509,2023-05-29 22:01:57
1794,2790,Calle 3518,,AR,Buenos Aires,BA,CABA,3325,2023-06-01 10:27:50
1795,2791,Calle 7309,Piso 8 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,1370,2024-03-24 11:54:13
1796,2792,Calle 5786,,AR,Córdoba,CBA,Villa Carlos Paz,3138,2025-05-05 14:58:40
1797,2793,Calle 7629,,AR,Buenos Aires,BA,Mar del Plata,3194,2024-06-28 23:19:06
1798,2794,Calle 5884,Piso 10 Dto C,AR,Mendoza,MZA,San Rafael,2834,2024-12-19 19:52:10
1799,2795,Calle 1742,,AR,Buenos Aires,BA,CABA,6237,2025-08-17 05:42:30
1800,2796,Calle 2798,Piso 7 Dto C,AR,Córdoba,CBA,Córdoba,5678,2025-08-15 10:19:55
1801,2797,Calle 7848,Piso 9 Dto B,AR,Santa Fe,SF,Santa Fe,3079,2024-04-02 06:32:34
1802,2798,Calle 159,Piso 9 Dto C,AR,Buenos Aires,BA,CABA,6111,2025-04-13 15:51:57
1803,2799,Calle 3781,,AR,Buenos Aires,BA,Mar del Plata,2794,2023-06-25 12:46:08
1804,2800,Calle 9294,Piso 3 Dto A,AR,Buenos Aires,BA,Mar del Plata,5927,2023-07-12 17:58:36
1805,2801,Calle 8669,,AR,Buenos Aires,BA,Mar del Plata,4233,2024-09-23 11:28:44
1806,2802,Calle 8853,Piso 5 Dto C,AR,Mendoza,MZA,Godoy Cruz,5430,2025-04-02 13:41:57
1807,2803,Calle 8261,,AR,Mendoza,MZA,Mendoza,9647,2025-02-01 06:03:05
1808,2804,Calle 3072,,AR,Buenos Aires,BA,La Plata,3755,2023-08-16 09:36:12
1809,2805,Calle 8056,,AR,Mendoza,MZA,Mendoza,1238,2024-11-14 02:54:53
1810,2806,Calle 3411,,AR,Mendoza,MZA,Mendoza,1337,2023-06-03 05:33:53
